feature_set,feature,group,transform,is_global,used_in_best
colombia_plus_global_full,spy_open_pct_21,renta_variable,pct_change,True,True
colombia_plus_global_full,spy_open_lag1,renta_variable,lag,True,True
colombia_plus_global_full,spy_open_lag5,renta_variable,lag,True,True
colombia_plus_global_full,spy_open_lag21,renta_variable,lag,True,True
colombia_plus_global_full,spy_open_lag63,renta_variable,lag,True,True
colombia_plus_global_full,spy_open_roll_mean21,renta_variable,rolling_mean,True,True
colombia_plus_global_full,spy_open_roll_std21,renta_variable,rolling_std,True,True
colombia_plus_global_full,spy_open_dist_max21,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_open_dist_min21,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_open_roll_mean63,renta_variable,rolling_mean,True,True
colombia_plus_global_full,spy_open_roll_std63,renta_variable,rolling_std,True,True
colombia_plus_global_full,spy_open_dist_max63,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_open_dist_min63,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_open_roll_mean126,renta_variable,rolling_mean,True,True
colombia_plus_global_full,spy_open_roll_std126,renta_variable,rolling_std,True,True
colombia_plus_global_full,spy_open_dist_max126,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_open_dist_min126,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_high_log,renta_variable,raw,True,True
colombia_plus_global_full,spy_high_logret_1,renta_variable,log_return,True,False
colombia_plus_global_full,spy_high_logret_5,renta_variable,log_return,True,True
colombia_plus_global_full,spy_high_logret_21,renta_variable,log_return,True,True
colombia_plus_global_full,spy_high_diff_1,renta_variable,difference,True,False
colombia_plus_global_full,spy_high_pct_21,renta_variable,pct_change,True,True
colombia_plus_global_full,spy_high_lag1,renta_variable,lag,True,True
colombia_plus_global_full,spy_high_lag5,renta_variable,lag,True,True
colombia_plus_global_full,spy_high_lag21,renta_variable,lag,True,True
colombia_plus_global_full,spy_high_lag63,renta_variable,lag,True,True
colombia_plus_global_full,spy_high_roll_mean21,renta_variable,rolling_mean,True,True
colombia_plus_global_full,spy_high_roll_std21,renta_variable,rolling_std,True,True
colombia_plus_global_full,spy_high_dist_max21,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_high_dist_min21,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_high_roll_mean63,renta_variable,rolling_mean,True,True
colombia_plus_global_full,spy_high_roll_std63,renta_variable,rolling_std,True,True
colombia_plus_global_full,spy_high_dist_max63,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_high_dist_min63,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_high_roll_mean126,renta_variable,rolling_mean,True,True
colombia_plus_global_full,spy_high_roll_std126,renta_variable,rolling_std,True,True
colombia_plus_global_full,spy_high_dist_max126,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_high_dist_min126,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_low_log,renta_variable,raw,True,True
colombia_plus_global_full,spy_low_logret_1,renta_variable,log_return,True,True
colombia_plus_global_full,spy_low_logret_5,renta_variable,log_return,True,True
colombia_plus_global_full,spy_low_logret_21,renta_variable,log_return,True,True
colombia_plus_global_full,spy_low_diff_1,renta_variable,difference,True,True
colombia_plus_global_full,spy_low_pct_21,renta_variable,pct_change,True,True
colombia_plus_global_full,spy_low_lag1,renta_variable,lag,True,True
colombia_plus_global_full,spy_low_lag5,renta_variable,lag,True,True
colombia_plus_global_full,spy_low_lag21,renta_variable,lag,True,True
colombia_plus_global_full,spy_low_lag63,renta_variable,lag,True,True
colombia_plus_global_full,spy_low_roll_mean21,renta_variable,rolling_mean,True,True
colombia_plus_global_full,spy_low_roll_std21,renta_variable,rolling_std,True,True
colombia_plus_global_full,spy_low_dist_max21,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_low_dist_min21,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_low_roll_mean63,renta_variable,rolling_mean,True,True
colombia_plus_global_full,spy_low_roll_std63,renta_variable,rolling_std,True,True
colombia_plus_global_full,spy_low_dist_max63,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_low_dist_min63,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_low_roll_mean126,renta_variable,rolling_mean,True,True
colombia_plus_global_full,spy_low_roll_std126,renta_variable,rolling_std,True,True
colombia_plus_global_full,spy_low_dist_max126,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_low_dist_min126,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_close_log,renta_variable,raw,True,True
colombia_plus_global_full,spy_close_logret_1,renta_variable,log_return,True,True
colombia_plus_global_full,spy_close_logret_5,renta_variable,log_return,True,True
colombia_plus_global_full,spy_close_logret_21,renta_variable,log_return,True,True
colombia_plus_global_full,spy_close_diff_1,renta_variable,difference,True,True
colombia_plus_global_full,spy_close_pct_21,renta_variable,pct_change,True,True
colombia_plus_global_full,spy_close_lag1,renta_variable,lag,True,True
colombia_plus_global_full,spy_close_lag5,renta_variable,lag,True,True
colombia_plus_global_full,spy_close_lag21,renta_variable,lag,True,True
colombia_plus_global_full,spy_close_lag63,renta_variable,lag,True,True
colombia_plus_global_full,spy_close_roll_mean21,renta_variable,rolling_mean,True,True
colombia_plus_global_full,spy_close_roll_std21,renta_variable,rolling_std,True,True
colombia_plus_global_full,spy_close_dist_max21,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_close_dist_min21,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_close_roll_mean63,renta_variable,rolling_mean,True,True
colombia_plus_global_full,spy_close_roll_std63,renta_variable,rolling_std,True,True
colombia_plus_global_full,spy_close_dist_max63,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_close_dist_min63,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_close_roll_mean126,renta_variable,rolling_mean,True,True
colombia_plus_global_full,spy_close_roll_std126,renta_variable,rolling_std,True,True
colombia_plus_global_full,spy_close_dist_max126,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_close_dist_min126,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_adj_close_log,renta_variable,raw,True,True
colombia_plus_global_full,spy_adj_close_logret_1,renta_variable,log_return,True,True
colombia_plus_global_full,spy_adj_close_logret_5,renta_variable,log_return,True,True
colombia_plus_global_full,spy_adj_close_logret_21,renta_variable,log_return,True,True
colombia_plus_global_full,spy_adj_close_diff_1,renta_variable,difference,True,False
colombia_plus_global_full,spy_adj_close_pct_21,renta_variable,pct_change,True,True
colombia_plus_global_full,spy_adj_close_lag1,renta_variable,lag,True,True
colombia_plus_global_full,spy_adj_close_lag5,renta_variable,lag,True,True
colombia_plus_global_full,spy_adj_close_lag21,renta_variable,lag,True,True
colombia_plus_global_full,spy_adj_close_lag63,renta_variable,lag,True,True
colombia_plus_global_full,spy_adj_close_roll_mean21,renta_variable,rolling_mean,True,True
colombia_plus_global_full,spy_adj_close_roll_std21,renta_variable,rolling_std,True,True
colombia_plus_global_full,spy_adj_close_dist_max21,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_adj_close_dist_min21,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_adj_close_roll_mean63,renta_variable,rolling_mean,True,True
colombia_plus_global_full,spy_adj_close_roll_std63,renta_variable,rolling_std,True,True
colombia_plus_global_full,spy_adj_close_dist_max63,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_adj_close_dist_min63,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_adj_close_roll_mean126,renta_variable,rolling_mean,True,True
colombia_plus_global_full,spy_adj_close_roll_std126,renta_variable,rolling_std,True,True
colombia_plus_global_full,spy_adj_close_dist_max126,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_adj_close_dist_min126,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_volume_log,renta_variable,raw,True,True
colombia_plus_global_full,spy_volume_logret_1,renta_variable,log_return,True,True
colombia_plus_global_full,spy_volume_logret_5,renta_variable,log_return,True,True
colombia_plus_global_full,spy_volume_logret_21,renta_variable,log_return,True,True
colombia_plus_global_full,spy_volume_diff_1,renta_variable,difference,True,True
colombia_plus_global_full,spy_volume_pct_21,renta_variable,pct_change,True,True
colombia_plus_global_full,spy_volume_lag1,renta_variable,lag,True,True
colombia_plus_global_full,spy_volume_lag5,renta_variable,lag,True,True
colombia_plus_global_full,spy_volume_lag21,renta_variable,lag,True,True
colombia_plus_global_full,spy_volume_lag63,renta_variable,lag,True,True
colombia_plus_global_full,spy_volume_roll_mean21,renta_variable,rolling_mean,True,True
colombia_plus_global_full,spy_volume_roll_std21,renta_variable,rolling_std,True,True
colombia_plus_global_full,spy_volume_dist_max21,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_volume_dist_min21,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_volume_roll_mean63,renta_variable,rolling_mean,True,True
colombia_plus_global_full,spy_volume_roll_std63,renta_variable,rolling_std,True,True
colombia_plus_global_full,spy_volume_dist_max63,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_volume_dist_min63,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_volume_roll_mean126,renta_variable,rolling_mean,True,True
colombia_plus_global_full,spy_volume_roll_std126,renta_variable,rolling_std,True,True
colombia_plus_global_full,spy_volume_dist_max126,renta_variable,rolling_distance,True,True
colombia_plus_global_full,spy_volume_dist_min126,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_open_log,renta_variable,raw,True,True
colombia_plus_global_full,qqq_open_logret_1,renta_variable,log_return,True,True
colombia_plus_global_full,qqq_open_logret_5,renta_variable,log_return,True,True
colombia_plus_global_full,qqq_open_logret_21,renta_variable,log_return,True,True
colombia_plus_global_full,qqq_open_diff_1,renta_variable,difference,True,True
colombia_plus_global_full,qqq_open_pct_21,renta_variable,pct_change,True,True
colombia_plus_global_full,qqq_open_lag1,renta_variable,lag,True,True
colombia_plus_global_full,qqq_open_lag5,renta_variable,lag,True,True
colombia_plus_global_full,qqq_open_lag21,renta_variable,lag,True,True
colombia_plus_global_full,qqq_open_lag63,renta_variable,lag,True,True
colombia_plus_global_full,qqq_open_roll_mean21,renta_variable,rolling_mean,True,True
colombia_plus_global_full,qqq_open_roll_std21,renta_variable,rolling_std,True,True
colombia_plus_global_full,qqq_open_dist_max21,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_open_dist_min21,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_open_roll_mean63,renta_variable,rolling_mean,True,True
colombia_plus_global_full,qqq_open_roll_std63,renta_variable,rolling_std,True,True
colombia_plus_global_full,qqq_open_dist_max63,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_open_dist_min63,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_open_roll_mean126,renta_variable,rolling_mean,True,True
colombia_plus_global_full,qqq_open_roll_std126,renta_variable,rolling_std,True,True
colombia_plus_global_full,qqq_open_dist_max126,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_open_dist_min126,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_high_log,renta_variable,raw,True,True
colombia_plus_global_full,qqq_high_logret_1,renta_variable,log_return,True,False
colombia_plus_global_full,qqq_high_logret_5,renta_variable,log_return,True,True
colombia_plus_global_full,qqq_high_logret_21,renta_variable,log_return,True,True
colombia_plus_global_full,qqq_high_diff_1,renta_variable,difference,True,True
colombia_plus_global_full,qqq_high_pct_21,renta_variable,pct_change,True,True
colombia_plus_global_full,qqq_high_lag1,renta_variable,lag,True,True
colombia_plus_global_full,qqq_high_lag5,renta_variable,lag,True,True
colombia_plus_global_full,qqq_high_lag21,renta_variable,lag,True,True
colombia_plus_global_full,qqq_high_lag63,renta_variable,lag,True,True
colombia_plus_global_full,qqq_high_roll_mean21,renta_variable,rolling_mean,True,True
colombia_plus_global_full,qqq_high_roll_std21,renta_variable,rolling_std,True,True
colombia_plus_global_full,qqq_high_dist_max21,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_high_dist_min21,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_high_roll_mean63,renta_variable,rolling_mean,True,True
colombia_plus_global_full,qqq_high_roll_std63,renta_variable,rolling_std,True,True
colombia_plus_global_full,qqq_high_dist_max63,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_high_dist_min63,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_high_roll_mean126,renta_variable,rolling_mean,True,True
colombia_plus_global_full,qqq_high_roll_std126,renta_variable,rolling_std,True,True
colombia_plus_global_full,qqq_high_dist_max126,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_high_dist_min126,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_low_log,renta_variable,raw,True,True
colombia_plus_global_full,qqq_low_logret_1,renta_variable,log_return,True,False
colombia_plus_global_full,qqq_low_logret_5,renta_variable,log_return,True,True
colombia_plus_global_full,qqq_low_logret_21,renta_variable,log_return,True,True
colombia_plus_global_full,qqq_low_diff_1,renta_variable,difference,True,True
colombia_plus_global_full,qqq_low_pct_21,renta_variable,pct_change,True,True
colombia_plus_global_full,qqq_low_lag1,renta_variable,lag,True,True
colombia_plus_global_full,qqq_low_lag5,renta_variable,lag,True,True
colombia_plus_global_full,qqq_low_lag21,renta_variable,lag,True,True
colombia_plus_global_full,qqq_low_lag63,renta_variable,lag,True,True
colombia_plus_global_full,qqq_low_roll_mean21,renta_variable,rolling_mean,True,True
colombia_plus_global_full,qqq_low_roll_std21,renta_variable,rolling_std,True,True
colombia_plus_global_full,qqq_low_dist_max21,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_low_dist_min21,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_low_roll_mean63,renta_variable,rolling_mean,True,True
colombia_plus_global_full,qqq_low_roll_std63,renta_variable,rolling_std,True,True
colombia_plus_global_full,qqq_low_dist_max63,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_low_dist_min63,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_low_roll_mean126,renta_variable,rolling_mean,True,True
colombia_plus_global_full,qqq_low_roll_std126,renta_variable,rolling_std,True,True
colombia_plus_global_full,qqq_low_dist_max126,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_low_dist_min126,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_close_log,renta_variable,raw,True,True
colombia_plus_global_full,qqq_close_logret_1,renta_variable,log_return,True,True
colombia_plus_global_full,qqq_close_logret_5,renta_variable,log_return,True,True
colombia_plus_global_full,qqq_close_logret_21,renta_variable,log_return,True,True
colombia_plus_global_full,qqq_close_diff_1,renta_variable,difference,True,True
colombia_plus_global_full,qqq_close_pct_21,renta_variable,pct_change,True,True
colombia_plus_global_full,qqq_close_lag1,renta_variable,lag,True,True
colombia_plus_global_full,qqq_close_lag5,renta_variable,lag,True,True
colombia_plus_global_full,qqq_close_lag21,renta_variable,lag,True,True
colombia_plus_global_full,qqq_close_lag63,renta_variable,lag,True,True
colombia_plus_global_full,qqq_close_roll_mean21,renta_variable,rolling_mean,True,True
colombia_plus_global_full,qqq_close_roll_std21,renta_variable,rolling_std,True,True
colombia_plus_global_full,qqq_close_dist_max21,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_close_dist_min21,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_close_roll_mean63,renta_variable,rolling_mean,True,True
colombia_plus_global_full,qqq_close_roll_std63,renta_variable,rolling_std,True,True
colombia_plus_global_full,qqq_close_dist_max63,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_close_dist_min63,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_close_roll_mean126,renta_variable,rolling_mean,True,True
colombia_plus_global_full,qqq_close_roll_std126,renta_variable,rolling_std,True,True
colombia_plus_global_full,qqq_close_dist_max126,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_close_dist_min126,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_adj_close_log,renta_variable,raw,True,True
colombia_plus_global_full,qqq_adj_close_logret_1,renta_variable,log_return,True,False
colombia_plus_global_full,qqq_adj_close_logret_5,renta_variable,log_return,True,True
colombia_plus_global_full,qqq_adj_close_logret_21,renta_variable,log_return,True,True
colombia_plus_global_full,qqq_adj_close_diff_1,renta_variable,difference,True,True
colombia_plus_global_full,qqq_adj_close_pct_21,renta_variable,pct_change,True,True
colombia_plus_global_full,qqq_adj_close_lag1,renta_variable,lag,True,True
colombia_plus_global_full,qqq_adj_close_lag5,renta_variable,lag,True,True
colombia_plus_global_full,qqq_adj_close_lag21,renta_variable,lag,True,True
colombia_plus_global_full,qqq_adj_close_lag63,renta_variable,lag,True,True
colombia_plus_global_full,qqq_adj_close_roll_mean21,renta_variable,rolling_mean,True,True
colombia_plus_global_full,qqq_adj_close_roll_std21,renta_variable,rolling_std,True,True
colombia_plus_global_full,qqq_adj_close_dist_max21,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_adj_close_dist_min21,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_adj_close_roll_mean63,renta_variable,rolling_mean,True,True
colombia_plus_global_full,qqq_adj_close_roll_std63,renta_variable,rolling_std,True,True
colombia_plus_global_full,qqq_adj_close_dist_max63,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_adj_close_dist_min63,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_adj_close_roll_mean126,renta_variable,rolling_mean,True,True
colombia_plus_global_full,qqq_adj_close_roll_std126,renta_variable,rolling_std,True,True
colombia_plus_global_full,qqq_adj_close_dist_max126,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_adj_close_dist_min126,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_volume_log,renta_variable,raw,True,True
colombia_plus_global_full,qqq_volume_logret_1,renta_variable,log_return,True,True
colombia_plus_global_full,qqq_volume_logret_5,renta_variable,log_return,True,True
colombia_plus_global_full,qqq_volume_logret_21,renta_variable,log_return,True,True
colombia_plus_global_full,qqq_volume_diff_1,renta_variable,difference,True,True
colombia_plus_global_full,qqq_volume_pct_21,renta_variable,pct_change,True,True
colombia_plus_global_full,qqq_volume_lag1,renta_variable,lag,True,True
colombia_plus_global_full,qqq_volume_lag5,renta_variable,lag,True,True
colombia_plus_global_full,qqq_volume_lag21,renta_variable,lag,True,True
colombia_plus_global_full,qqq_volume_lag63,renta_variable,lag,True,True
colombia_plus_global_full,qqq_volume_roll_mean21,renta_variable,rolling_mean,True,True
colombia_plus_global_full,qqq_volume_roll_std21,renta_variable,rolling_std,True,True
colombia_plus_global_full,qqq_volume_dist_max21,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_volume_dist_min21,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_volume_roll_mean63,renta_variable,rolling_mean,True,True
colombia_plus_global_full,qqq_volume_roll_std63,renta_variable,rolling_std,True,True
colombia_plus_global_full,qqq_volume_dist_max63,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_volume_dist_min63,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_volume_roll_mean126,renta_variable,rolling_mean,True,True
colombia_plus_global_full,qqq_volume_roll_std126,renta_variable,rolling_std,True,True
colombia_plus_global_full,qqq_volume_dist_max126,renta_variable,rolling_distance,True,True
colombia_plus_global_full,qqq_volume_dist_min126,renta_variable,rolling_distance,True,True
colombia_plus_global_full,tnx_open_log,tasas,raw,True,True
colombia_plus_global_full,tnx_open_logret_1,tasas,log_return,True,True
colombia_plus_global_full,tnx_open_logret_5,tasas,log_return,True,True
colombia_plus_global_full,tnx_open_logret_21,tasas,log_return,True,True
colombia_plus_global_full,tnx_open_diff_1,tasas,difference,True,True
colombia_plus_global_full,tnx_open_pct_21,tasas,pct_change,True,True
colombia_plus_global_full,tnx_open_lag1,tasas,lag,True,True
colombia_plus_global_full,tnx_open_lag5,tasas,lag,True,True
colombia_plus_global_full,tnx_open_lag21,tasas,lag,True,True
colombia_plus_global_full,tnx_open_lag63,tasas,lag,True,True
colombia_plus_global_full,tnx_open_roll_mean21,tasas,rolling_mean,True,True
colombia_plus_global_full,tnx_open_roll_std21,tasas,rolling_std,True,True
colombia_plus_global_full,tnx_open_dist_max21,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_open_dist_min21,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_open_roll_mean63,tasas,rolling_mean,True,True
colombia_plus_global_full,tnx_open_roll_std63,tasas,rolling_std,True,True
colombia_plus_global_full,tnx_open_dist_max63,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_open_dist_min63,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_open_roll_mean126,tasas,rolling_mean,True,True
colombia_plus_global_full,tnx_open_roll_std126,tasas,rolling_std,True,True
colombia_plus_global_full,tnx_open_dist_max126,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_open_dist_min126,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_high_log,tasas,raw,True,True
colombia_plus_global_full,tnx_high_logret_1,tasas,log_return,True,True
colombia_plus_global_full,tnx_high_logret_5,tasas,log_return,True,True
colombia_plus_global_full,tnx_high_logret_21,tasas,log_return,True,True
colombia_plus_global_full,tnx_high_diff_1,tasas,difference,True,False
colombia_plus_global_full,tnx_high_pct_21,tasas,pct_change,True,True
colombia_plus_global_full,tnx_high_lag1,tasas,lag,True,True
colombia_plus_global_full,tnx_high_lag5,tasas,lag,True,True
colombia_plus_global_full,tnx_high_lag21,tasas,lag,True,True
colombia_plus_global_full,tnx_high_lag63,tasas,lag,True,True
colombia_plus_global_full,tnx_high_roll_mean21,tasas,rolling_mean,True,True
colombia_plus_global_full,tnx_high_roll_std21,tasas,rolling_std,True,True
colombia_plus_global_full,tnx_high_dist_max21,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_high_dist_min21,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_high_roll_mean63,tasas,rolling_mean,True,True
colombia_plus_global_full,tnx_high_roll_std63,tasas,rolling_std,True,True
colombia_plus_global_full,tnx_high_dist_max63,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_high_dist_min63,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_high_roll_mean126,tasas,rolling_mean,True,True
colombia_plus_global_full,tnx_high_roll_std126,tasas,rolling_std,True,True
colombia_plus_global_full,tnx_high_dist_max126,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_high_dist_min126,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_low_log,tasas,raw,True,True
colombia_plus_global_full,tnx_low_logret_1,tasas,log_return,True,False
colombia_plus_global_full,tnx_low_logret_5,tasas,log_return,True,True
colombia_plus_global_full,tnx_low_logret_21,tasas,log_return,True,True
colombia_plus_global_full,tnx_low_diff_1,tasas,difference,True,False
colombia_plus_global_full,tnx_low_pct_21,tasas,pct_change,True,True
colombia_plus_global_full,tnx_low_lag1,tasas,lag,True,True
colombia_plus_global_full,tnx_low_lag5,tasas,lag,True,True
colombia_plus_global_full,tnx_low_lag21,tasas,lag,True,True
colombia_plus_global_full,tnx_low_lag63,tasas,lag,True,True
colombia_plus_global_full,tnx_low_roll_mean21,tasas,rolling_mean,True,True
colombia_plus_global_full,tnx_low_roll_std21,tasas,rolling_std,True,True
colombia_plus_global_full,tnx_low_dist_max21,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_low_dist_min21,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_low_roll_mean63,tasas,rolling_mean,True,True
colombia_plus_global_full,tnx_low_roll_std63,tasas,rolling_std,True,True
colombia_plus_global_full,tnx_low_dist_max63,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_low_dist_min63,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_low_roll_mean126,tasas,rolling_mean,True,True
colombia_plus_global_full,tnx_low_roll_std126,tasas,rolling_std,True,True
colombia_plus_global_full,tnx_low_dist_max126,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_low_dist_min126,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_close_log,tasas,raw,True,True
colombia_plus_global_full,tnx_close_logret_1,tasas,log_return,True,False
colombia_plus_global_full,tnx_close_logret_5,tasas,log_return,True,True
colombia_plus_global_full,tnx_close_logret_21,tasas,log_return,True,True
colombia_plus_global_full,tnx_close_diff_1,tasas,difference,True,False
colombia_plus_global_full,tnx_close_pct_21,tasas,pct_change,True,True
colombia_plus_global_full,tnx_close_lag1,tasas,lag,True,True
colombia_plus_global_full,tnx_close_lag5,tasas,lag,True,True
colombia_plus_global_full,tnx_close_lag21,tasas,lag,True,True
colombia_plus_global_full,tnx_close_lag63,tasas,lag,True,True
colombia_plus_global_full,tnx_close_roll_mean21,tasas,rolling_mean,True,True
colombia_plus_global_full,tnx_close_roll_std21,tasas,rolling_std,True,True
colombia_plus_global_full,tnx_close_dist_max21,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_close_dist_min21,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_close_roll_mean63,tasas,rolling_mean,True,True
colombia_plus_global_full,tnx_close_roll_std63,tasas,rolling_std,True,True
colombia_plus_global_full,tnx_close_dist_max63,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_close_dist_min63,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_close_roll_mean126,tasas,rolling_mean,True,True
colombia_plus_global_full,tnx_close_roll_std126,tasas,rolling_std,True,True
colombia_plus_global_full,tnx_close_dist_max126,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_close_dist_min126,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_adj_close_log,tasas,raw,True,True
colombia_plus_global_full,tnx_adj_close_logret_1,tasas,log_return,True,True
colombia_plus_global_full,tnx_adj_close_logret_5,tasas,log_return,True,True
colombia_plus_global_full,tnx_adj_close_logret_21,tasas,log_return,True,True
colombia_plus_global_full,tnx_adj_close_diff_1,tasas,difference,True,True
colombia_plus_global_full,tnx_adj_close_pct_21,tasas,pct_change,True,True
colombia_plus_global_full,tnx_adj_close_lag1,tasas,lag,True,True
colombia_plus_global_full,tnx_adj_close_lag5,tasas,lag,True,True
colombia_plus_global_full,tnx_adj_close_lag21,tasas,lag,True,True
colombia_plus_global_full,tnx_adj_close_lag63,tasas,lag,True,True
colombia_plus_global_full,tnx_adj_close_roll_mean21,tasas,rolling_mean,True,True
colombia_plus_global_full,tnx_adj_close_roll_std21,tasas,rolling_std,True,True
colombia_plus_global_full,tnx_adj_close_dist_max21,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_adj_close_dist_min21,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_adj_close_roll_mean63,tasas,rolling_mean,True,True
colombia_plus_global_full,tnx_adj_close_roll_std63,tasas,rolling_std,True,True
colombia_plus_global_full,tnx_adj_close_dist_max63,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_adj_close_dist_min63,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_adj_close_roll_mean126,tasas,rolling_mean,True,True
colombia_plus_global_full,tnx_adj_close_roll_std126,tasas,rolling_std,True,True
colombia_plus_global_full,tnx_adj_close_dist_max126,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_adj_close_dist_min126,tasas,rolling_distance,True,True
colombia_plus_global_full,tnx_volume_diff_1,tasas,difference,True,True
colombia_plus_global_full,tnx_volume_lag1,tasas,lag,True,False
colombia_plus_global_full,tnx_volume_lag5,tasas,lag,True,False
colombia_plus_global_full,tnx_volume_lag21,tasas,lag,True,True
colombia_plus_global_full,tnx_volume_lag63,tasas,lag,True,False
